title_eng,title_eng_dub,title_jap,poster_link,no_episodes,status,aired_start,aired_end,studio,duration,tags,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absolute Duo ,Absolute Duo ,アブソリュート・デュオ ,https://i.animepahe.com/posters/65ce1bb2ca893e01265055ed08494d4e.jpg ,12,Finished Airing ,Jan 04 2015 ,Jan 04 2015 ,8bit ,24 minutes ,Action;Harem;Supernatural;Romance;Ecchi;School ,"Individuals who can materialize weapons from their soul are called ""Blazers;;"" and they attend Kouryou Academy High School in order to harness their abilities. Each student is required to partner with another;; in the hopes that one day;; the pair can attain the power of Absolute Duo.Tooru Kokonoe hopes to attend this academy in order to gain power after his sister and friends were slain by a mysterious man. However;; at the opening ceremony;; he is forced to duel against the person sitting next to him;; with the loser being expelled. As Tooru prepares to give the match his all;; it is not a weapon that manifests from his soul;; but a shield;; an irregularity which catches the attention of a foreign student named Julie Sigtuna.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCA: 13-ku Kansatsu-ka ,ACCA: 13-Territory Inspection Dept. ,ACCA 13区監察課 ,https://i.animepahe.com/posters/b2a9512fa0dfa1a291cedfa76f97bc89.jpg ,12,Finished Airing ,Jan 10 2017 ,Jan 10 2017 ,Madhouse ,24 minutes ,Mystery;Police;Drama;Fantasy;Seinen ,ACCA—a national body of the kingdom of Dowa that provides public services to the citizens of the country—was established as part of the peace settlement between the king of Dowa and the 13 states of the country during a revolt. One hundred years later;; Dowa is in a period of unprecedented peace;; due in part to the ACCA system. However;; rumors of a coup d'état start to surface. Jean Otus;; the second-in-command of the inspection department of ACCA;; is charged with inspecting all 13 state branches. What will he discover as he performs his audit?Intriguing and mysterious;; ACCA: 13-ku Kansatsu-ka is a politically-themed mystery that reveals a world of diverse cultures and lifestyles;; with intricate connections between its characters;; as the truth of the coup d'état slowly unfolds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accel World ,Accel World ,アクセル・ワールド ,https://i.animepahe.com/posters/abf27f92ab358e7c41c2f2887c80b8f6.jpg ,24,Finished Airing ,Apr 07 2012 ,Apr 07 2012 ,Sunrise ,24 minutes ,Action;Game;Sci-Fi;Romance;School ,"Haruyuki Arita is an overweight;; bullied middle schooler who finds solace in playing online games. But his life takes a drastic turn one day;; when he finds that all his high scores have been topped by Kuroyukihime;; the popular vice president of the student council. She then invites him to the student lounge and introduces him to ""Brain Burst;;"" a program which allows the users to accelerate their brain waves to the point where time seems to stop. Brain Burst also functions as an augmented reality fighting game;; and in order to get more points to accelerate;; users must win duels against other players. However;; if a user loses all their points;; they will also lose access to Brain Burst forever.Kuroyukihime explains that she chose to show Haruyuki the program because she needs his help. She wants to meet the creator of Brain Burst and uncover the reason of why it was created;; but that's easier said than done; to do so;; she must defeat the ""Six Kings of Pure Color;;"" powerful faction leaders within the game;; and reach level 10;; the highest level attainable. After the girl helps Haruyuki overcome the bullies that torment him;; he vows to help her realize her goal;; and so begins the duo's fight to reach the top.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accel World EX , ,アクセル・ワールド EX ,https://i.animepahe.com/posters/f81ad03b98e8af38b378c08145987d2f.jpg ,2,Finished Airing ,Sep 13 2012 ,Sep 13 2012 ,Sunrise ,24 minutes ,Action;Game;Sci-Fi;Romance;School ,OVA bundled with the Accel World simulation and action games. The Blu-ray OVA discs came with the PS3 limited edition versions and the DVD with the PSP limited edition versions.The project was split into two PSP and PS3 titles;; and one episode was released with each game:#EX01: Reverberation;Zankyou (bundled with Stage:01 Ginyoku no Kakusei)#EX02: Vacation;Onsen (bundled with Stage:02 Kasoku no Chouten),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accel World: Acchel World. , ,あくちぇる・わーるど。 ,https://i.animepahe.com/posters/f4d3f7a97fb09a271762a1764b570806.jpg ,8,Finished Airing ,Jul 25 2012 ,Jul 25 2012 ,J.C.Staff ,3 minutes ,Sci-Fi;Comedy ,Spin-off of Accel World included on the anime Blu-ray/DVDs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accel World: Infinite∞Burst , ,アクセル・ワールド INFINITE∞BURST（インフィニット・バースト） ,https://i.animepahe.com/posters/1b4ff54619dd1ff8b7b39d47092746e2.jpg ,1,Finished Airing ,Jul 23 2016 ,Jul 23 2016 ,Sunrise ,82 minutes ,Action;Game;Sci-Fi;Romance;School ,"In 2046;; many aspects of life are carried out on a virtual network. No matter how advanced the time becomes;; however;; bullying never disappears. Haruyuki is one of the bullied students. However;; one day he is contacted by Kuroyukihime;; the most famous person in the school. ""Wouldn't you like to 'accelerate' and go further ahead;; boy?"" Haruyuki is introduced to the ""Accel World"" and decides to fight as Kuroyukihime's knight.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acchi Kocchi (TV) ,Place to Place ,あっちこっち ,https://i.animepahe.com/posters/fdd96a2a6e60bcb041d260641576ea66.jpg ,12,Finished Airing ,Apr 06 2012 ,Apr 06 2012 ,AIC ,25 minutes ,Slice of Life;Comedy;Romance;School ,Feelings may come and go;; but true love always remains in the heart. Tsumiki Miniwa is in love with her best friend;; Io Otonashi. For her;; confessing is nearly impossible; but to her friends;; they seem to be the perfect match. Cute and petite;; Tsumiki comes off more as a friend;; and Io's attitude toward her is friendlier than toward others. Despite the constant teasing and obvious hints that his friends have been dropping;; Io always seems to miss the signs. Throughout her everyday school life;; Tsumiki spends time with her friends and Io. Will she finally muster enough courage to confess her true feelings?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acchi Kocchi (TV): Place=Princess , ,あっちこっち 第13話(未放送)「PLACE=PRINCESS」 ,https://i.animepahe.com/posters/22be8501371860160d7e0d8876933993.jpg ,1,Finished Airing ,Nov 07 2012 ,Nov 07 2012 ,AIC ,23 minutes ,Slice of Life;Comedy;Romance;School ,Episode 13 of Acchi Kocchi that was included in Vol.6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Action Heroine Cheer Fruits ,Action Heroine Cheer Fruits ,アクションヒロイン チアフルーツ ,https://i.animepahe.com/posters/16081372f0ca39f18d82421cf56c0dc7.jpg ,12,Finished Airing ,Jul 07 2017 ,Jul 07 2017 ,Diomedea ,24 minutes ,Comedy;School;Slice of Life ,Several years ago;; local heroines—superhero characters who represent towns and perform stage shows in order to raise their town's acclaim—had a boom in popularity. The most famous of these local heroines;; Kamidaio;; is scheduled to perform in the small town of Hinano;; much to the excitement of Mikan Kise's little sister Yuzu. Unfortunately;; when Mikan takes Yuzu to the show;; she finds out that it has been canceled. She promises her distraught sister that she'll make sure she can see the show. Desperate not to let her down;; Mikan asks her classmate;; the local heroine fanatic An Akagi;; for help.Mikan and Ann put on their own Kamidaio performance clad in homemade costumes;; which the kids in the audience love despite its lack of production value. The show is recorded by the student council president Misaki Shirogane;; who posts it online to garner attention. Misaki is from a family of politicians and has taken it upon herself to revitalize Hinano. Impressed by their show;; she recruits Mikan and An to become the official local heroines of their town. As the group works to improve their shows;; they enlist the help of a variety of colorful individuals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari ,Active Raid ,アクティヴレイド　－機動強襲室第八係－ ,https://i.animepahe.com/posters/d5ab7ae1542d8e82782d64517b23eae7.jpg ,12,Finished Airing ,Jan 07 2016 ,Jan 07 2016 ,Production IMS:Orange ,24 minutes ,Comedy;Mecha;Police;Sci-Fi ,"In a futuristic;; post-disaster Tokyo;; the ""Special Public Security Fifth Division Third Mobile Assault Eighth Unit;;"" or ""Unit Eight;;"" is a police unit specializing in handling criminals who wield dangerous wearable technology called ""Willwear."" Equipped with Willwear of their own;; the squadron is often criticized by the public for their carelessness and disregard for protocol.Sent in by the government as an undercover agent with special instructions from the higher-ups;; Asami Kazari is Unit Eight's newest member. Determined to straighten out what she expects to be a group of incompetent fools;; she instead finds a team of well-intentioned experts who use very effective—albeit unorthodox—methods;; hindered by strict regulations. With their newest member by their side;; Unit Eight fights crime and overcomes unexpected adversaries in Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd ,Active Raid Second ,アクティヴレイド　－機動強襲室第八係－ 2nd ,https://i.animepahe.com/posters/7079bb4b302109db91f37b76dce5086c.jpg ,12,Finished Airing ,Jul 11 2016 ,Jul 11 2016 ,Production IMS ,24 minutes ,Sci-Fi;Comedy;Police;Mecha ,"Set in a part of Tokyo that has descended into a quagmire;; the story follows Unit 8 of the 5th Special Public Security Section's 3rd Mobile Assault Division;; popularly called ""The Eighth;;"" who don powered armor ""Willwear"" exoskeletons to counter the rise in crime.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actors: Songs Connection , ,ACTORS -Songs Connection- ,https://i.animepahe.com/posters/c09d2d8a072aed6d2183e33c0f00b489f81f4ebf342ee08f5b38645461b237c0.jpg ,12,Finished Airing ,Oct 06 2019 ,Oct 06 2019 ,Drive ,23 minutes ,Music;School ,Private Tenshou Gakuen is the seventh of ten school districts circled within a 130-meter tall wall with restricted entry and egress aside from officials. The academy is fully autonomous by the government but to strive for independence;; the school allows students to engage in club activities after school;; which comes with a strangely unique system. Each club is ranked according to its overall accumulated points gathered from various club activities and school events. Points can also be received by winning at the school's periodic Tenshou Gakuen Singing Contest;; where many students compete. The members in the clubs work hard to win the contest for their goal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa no Salaryman (TV) ,Africa Salaryman ,アフリカのサラリーマン (TV) ,https://i.animepahe.com/posters/781323ec2d93cc97677f9903922438ea3390973660ffe010f89d9aec87228145.jpg ,12,Finished Airing ,Oct 07 2019 ,Oct 07 2019 ,HOTZIPANG ,23 minutes ,Slice of Life;Comedy ,Africa no Salaryman is a slapstick workplace comedy that follows the adventures of kind Lion;; jaded Lizard;; and perverted Toucan;; as they trudge through office life while also becoming caught up in antics no regular office worker should. Of course;; most of these are the fault of Toucan;; whose selfish actions and lack of filter still haven't gotten him fired. It's up to Lizard and Lion to keep themselves out of trouble and hang on to their jobs at the office. But trouble is never too far away from these savannah-treading folk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afro Samurai ,Afro Samurai ,アフロサムライ ,https://i.animepahe.com/posters/81429e627aec39ff810696ae996335e7.jpg ,5,Finished Airing ,May 03 2007 ,May 03 2007 ,Gonzo ,27 minutes ,Action;Adventure;Samurai ,When he was a young boy;; Afro witnessed his father be cut down in a duel at the hands of a man known only as Justice. After taking the life of Afro's father;; Justice cast aside his Number Two headband and took the Number One to claim its godly powers as his own.Years later;; having obtained the Number Two headband which grants him the right to challenge the Number One;; Afro moves forward in his hunt for revenge on the man who murdered his father. There is just one thing that stands in his way—everyone else in the world! Though the Number One can only be challenged by the Number Two;; the Number Two can be challenged by anyone. As his enemies gather to try and take the title of Number Two;; Afro must fight through a myriad of foes and obstacles if he hopes to reach the Number One and claim vengeance once and for all.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afro Samurai Movie ,Afro Samurai the Movie ,AFRO SAMURAI　劇場版 ,https://i.animepahe.com/posters/81429e627aec39ff810696ae996335e7.jpg ,1,Finished Airing ,Oct 27 2007 ,Oct 27 2007 ,Gonzo ,116 minutes ,Action;Adventure;Samurai ,A movie adaptation of the TV series.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afro Samurai: Resurrection ,Afro Samurai: Resurrection ,アフロサムライ Resurrection ,https://i.animepahe.com/posters/3275ec8ca34065dd3d2eb71bf688d2f0.jpg ,1,Finished Airing ,Jan 25 2009 ,Jan 25 2009 ,Gonzo ,100 minutes ,Action;Adventure;Samurai ,After obtaining the Number One headband;; which proclaims him to be the best of all warriors;; Afro spends most of his days in peace;; though his nightmare-filled nights are not so tranquil. His life crescendos into chaos once again when Jinno and Sio;; his former friends from long ago;; take the headband from him;; as well as the remains of his father. Challenged by Sio to don the Number Two headband again and exact revenge on them for their actions;; Afro embarks on another journey as the wearer of said headband—an item for which anyone would kill him.Afro Samurai: Resurrection follows Afro as he fights a second series of battles against all manner of foes;; wading through the sea of corpses in his wake so that he may once again quench his never-ending thirst for revenge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After War Gundam X ,After War Gundam X ,機動新世紀ガンダムX ,https://i.animepahe.com/posters/fe0c57970f2425b870698a12515a6a73.jpg ,39,Finished Airing ,Apr 05 1996 ,Apr 05 1996 ,Sunrise ,24 minutes ,Sci-Fi;Adventure;Space;Drama;Mecha ,When one space colony declared its independence from the Earth Federation;; the devastating 7th Space War;; an all-out war between Earth and space;; resulted. The Federation responded to the Space Revolutionary Army with mobile suits;; called Gundams. However;; the Space Revolutionary forces played their trump card and dropped hundreds of space colonies onto the Earth;; plunging the planet into a seven-year-long nuclear winter. The Federation collapsed;; but the Space Revolutionary Army was unable to invade the Earth in the aftermath of the colony drop.Fifteen years have passed. The year is now After War 0015;; and a New Federation has sprung up on Earth to restore order. In space;; the colonial leaders have been rebuilding their own forces as well. By chance;; fifteen-year-old Garrod Ran has discovered an old Federation mobile suit;; the Gundam X;; and now he uses it to help out the Vulture ship Freeden in its struggle to keep the powers that be from repeating the mistakes of the past.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggressive Retsuko (ONA) ,Aggretsuko ,アグレッシブ烈子 ,https://i.animepahe.com/posters/010678970b799e1bda696658e578f1af4ca2be11069c5cb25bb3d2b3a5ce58fa.jpg ,10,Finished Airing ,Apr 20 2018 ,Apr 20 2018 ,Fanworks ,15 minutes ,Slice of Life;Comedy ,Some offices have stereotypical dynamics: the chauvinistic pig of a boss who never does any real work; the employees whose goal is to suck up to the boss; the ones whose lives seem perfect; and the individuals who have all the actual work pushed onto them. Retsuko the red panda is in the last group;; as she stays late most nights to make up the work her coworkers are too lazy to do themselves.Her relief from the stress of her everyday life comes in the form of singing death metal at a local karaoke club. Night after night;; Retsuko channels her grief into a microphone and considers the place to be her own personal sanctuary. But as she moves further away from her comfort zone and the ideas people have of her;; she discovers that letting others into her world of death metal may not be such a bad thing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggressive Retsuko (ONA) 2nd Season , ,アグレッシブ烈子第2期 ,https://i.animepahe.com/posters/7c44ae7940fce25a3f89a86ac68f7560c3a4221a1dbe588e8a6fc754622ab9ee.jpg ,10,Finished Airing ,Jun 14 2019 ,Jun 14 2019 ,Fanworks ,16 minutes ,Comedy;Slice of Life ,Red panda Retsuko continues to work at her cyclic office job;; with the occasional stress-venting via death metal karaoke on the side. With the company of her newfound friends Gori and Washimi;; life is more enjoyable than ever before. But some new shake-ups to her status quo threaten to add more stress to her life. At the office;; new employee Anai seems like a fine addition to the company. Yet when Retsuko is placed in charge of his training;; she finds that beneath his steadfast dedication;; he may pose a threat to the stability of the workplace. Meanwhile;; at home;; Retsuko's mother pays an abrupt visit;; fully intent on having her daughter finally settle down and find a man. With this in mind;; she sets Retsuko up for various marriage appointments;; much to her chagrin.Now;; Retsuko finds all the more reasons to head to the karaoke bar and unleash her furious diatribes. However;; knowing that this will not truly solve her problems;; she decides to make a more spontaneous choice to avoid her issues. And so;; Retsuko finds herself set upon another self-reflecting journey;; coming to learn more about herself and love;; with the ever cathartic support of death metal karaoke.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
